,id,author,problem_id,code,submission_id,score,time,type,predicted,predicted_label
3613,1961649,6632068821,08_Dict_22,"
n = int(input())


menu = {}
sales = {}
for i in range(n):
    product,price = input().split()
    menu[product] = int(price)
    sales[product] = 0


n = int(input())
for i in range(n):
    product,quantity = input().split()
    if(product in menu):
        sales[product] += menu[product]*int(quantity)


top_sales = 0
total_sales = 0
for icecream,money in sales.items():
    total_sales += money
    if(money > top_sales):
        top_sales = money


top_products = []
for icecream,money in sales.items():
    if(money == top_sales):
        top_products.append(icecream)
top_products.sort()


if(top_sales == 0):
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales:"",float(total_sales))
    print(""Top sales:"", "", "".join(top_products))",1961649,100.0,11 months ago,unknown,0,human
3621,1936701,6630187421,08_Dict_22," # 08_ice_cream_sales 100/100
n = int(input())
price = {}
for i in range(n) :
  x = input().split()
  price[x[0]] = int(x[1])

k = int(input())
i = 0
sales = {}
while i != k :
  x = input().split()
  if x[0] in price and x[0] not in sales :
    sales[x[0]] = int(x[1])
  elif x[0] in price and x[0] in sales :
    sales[x[0]] += int(x[1])
  i += 1

profit = []
top = []
for i in price :
  if i in sales :
    profit.append(price[i]*sales[i])
    top.append([-1*price[i]*sales[i], i])

top.sort()
topp = []
if len(top) > 0 :
  topp.append(top[0][1])

i = 0
while i < len(top)-1:
  if top[i][0] == top[i+1][0] :
    topp.append(top[i+1][1])
    i += 1
  else :
    break

if sum(profit) > 0 :
  print('Total ice cream sales:', float(sum(profit),))
  print('Top sales:', ', '.join(topp))
else :
  print('No ice cream sales')
",1936701,100.0,12 months ago,unknown,0,human
3630,1914930,6630288121,08_Dict_22,"n = int(input())
d = {}
for i in range(n):
    x = input().split()
    name = x[0]
    price = int(x[1])
    d[name] = [price,0]
m = int(input())
total_sell = 0
for i in range(m):
    y = input().split()
    sell = y[0]
    amout = int(y[1])
    if sell in d:
        total_sell += amout*d[sell][0]
        d[sell][1] += amout*d[sell][0]
if total_sell == 0:
    print(""No ice cream sales"")
else:
    pr = []
    for k in d:
        pr.append(d[k][1])
    top_sale = max(pr)
    ts = []
    for k in d:
        if d[k][1] == top_sale:
            ts.append(k)
    ts.sort()
    output = "", "".join(ts)
    print(""Total ice cream sales:"", float(total_sell))
    print(""Top sales:"",output)
",1914930,100.0,about 1 year ago,unknown,0,human
3643,1949872,6630194821,08_Dict_22,"menu = {}
n = int(input())
for i in range(n):
    ic , p = input().split()
    if ic not in menu:
        menu[ic] = float(p)
    else:
        pass
m = int(input())
tot = 0
cxt = {}
for b in range(m):
    tar , num = input().split()
    if tar in menu:
        p = int(num)*(menu[tar])
        if tar not in cxt:
            cxt[tar] = p
        else:
            cxt[tar] += p
        tot +=p
    else:
        pass


if tot == 0:
    print('No ice cream sales')
else:
    ans = []
    for k in cxt:
        if k in cxt:
            ans.append([cxt[k],k])
    maxsale = max(ans)[0]  ##### takk trong ni
    mx = []
    for s , ic in ans:
        if s == maxsale:
            mx.append(ic)
    mx.sort()

    a = ', '.join(mx)
    print('Total ice cream sales:' , tot)
    print('Top sales:',a )",1949872,100.0,11 months ago,unknown,0,human
3647,1928581,6630259021,08_Dict_22,"n = int(input())
f ={}
j = {}
total = 0
k = []
l = []
final = []
for i in range(n) :
    x = input().split()
    f[x[0]] = int(x[1])
m = int(input())
for i  in range(m) :
    y = input().split()
    if y[0] not in j :
        j[y[0]] = 0
    j[y[0]] += int(y[1])
for i in j :
    if i in f :
        total += j[i]*f[i]
if total != 0 :
    for i in j :
        if i in f :
            
            k += [[f[i]*j[i],i]]
        k.sort()
    for i in k[::-1] :        
        l.append(i[0])
    g = l.count(max(l))
    reverse = k[::-1]    
    for i in range(g) :
        final += [reverse[i][1]]
    
final2 = final[::-1]
if total == 0 :
    print('No ice cream sales')
else :
    print('Total ice cream sales:',float(total))
    print('Top sales:',', '.join(final2))

",1928581,100.0,about 1 year ago,unknown,0,human
3651,1965693,6631539921,08_Dict_22,"price = {}
for i in range(int(input())):
    x,y = input().split()
    price[x] = float(y)
sale = {}
money = 0
for i in range(int(input())):
    a,b = input().split()
    if a in price:
        if a not in sale:
            sale[a] = float(b)*price[a]
        else:
            sale[a] += float(b)*price[a]
        money += float(b)*price[a]
if money == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales: '+str(money))
    sales = [[sale[i],i] for i in sale]
    top = []
    for i in sales:
        if i[0] == max(sales)[0]:
            top.append(i[1])
    top.sort()
    print('Top sales: '+', '.join(top))",1965693,100.0,8 months ago,unknown,0,human
3668,1935910,6630136421,08_Dict_22,"N = int(input())
icel = {}
highest = []
icetot = {}
nono = []
for i in range(N):
    k,v = input().split()
    icel[k] = float(v)
M = int(input())
sell = {}
for ii in range(M):
    k1,v1 = input().split()
    if k1 in sell:
        sell[k1] += float(v1)
    else : sell[k1] = float(v1)
    
for z in sell:
    if z in icel:
        nono.append(z)
if len(nono)==0 : print('No ice cream sales')
else:
    tot = 0
    for iii in sell:
        for iv in icel:
            if iii == iv:
                tot += icel[iv]*sell[iii]
    for v in sell :
        for vi in icel:
            if v == vi:
                icetot[v] = icel[vi]*sell[v]
                highest.append(icel[vi]*sell[v])



    highest = max(highest)
    highest_out = []
    for vii in icetot:
        if icetot[vii] == highest:
            highest_out.append(vii)
    highest_out.sort()
    highest_out = ', '.join(highest_out)

    print('Total ice cream sales:',tot)
    print('Top sales:',highest_out)

",1935910,100.0,12 months ago,unknown,0,human
3674,1918115,6630314821,08_Dict_22,"N = int(input())
icecreams = {}
for i in range(N):
    ice, price = input().split()
    icecreams[ice] = float(price)

N = int(input())
icecreams_sales = {}
for i in range(N):
    pro, num = input().split()
    if pro in icecreams:
        if pro not in icecreams_sales:
            icecreams_sales[pro] = 0
        icecreams_sales[pro] += int(num) * icecreams[pro]

ice_list = [] #[[-allprice, icecream]]
for ice in icecreams_sales:
    ice_list.append([-icecreams_sales[ice], ice])

ice_list.sort()
if ice_list == []:
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales: "" + str(sum(icecreams_sales.values())))
    d = []
    for p, ice in ice_list:
        if p == ice_list[0][0]:
            d.append(ice)
    print(""Top sales:"", "", "".join(d))",1918115,100.0,about 1 year ago,unknown,0,human
3680,1781090,6530150021,08_Dict_22,"menuice = {}
rq = {}
mon = 0
for i in range(int(input())) :
    x = input().split()
    menuice[x[0]] = [0,int(x[1])]

for i in range(int(input())) :
    x = input().split()
    if x[0] in rq :
        rq[x[0]] += int(x[1])
    else :
        rq[x[0]] = int(x[1])

gg = []
for e in rq :
    if e in menuice :
        gg.append([menuice[e][1]*rq[e],e])
        mon += menuice[e][1]*rq[e]

ans = []
for e in gg :
    if e[0] == max(gg)[0] :
        ans.append(e[1])
ans.sort()

if mon == 0 :
    print('No ice cream sales')
else :
    print('Total ice cream sales:',float(mon))
    print('Top sales:',', '.join(ans))
",1781090,100.0,over 1 year ago,unknown,0,human
3682,1916073,6630332021,08_Dict_22,"N = int(input())
a = {}
for i in range(N):
    name,price = input().strip().split()
    a[name] = float(price)
M = int(input())
b = []
n = []
for e in range(M):
    name,sale = input().strip().split()
    if name not in n:
        b.append([float(sale),name])
        n.append(name)
    else:
        index = n.index(name)
        b[index][0] += float(sale)
c = []
total = 0
for k in range(len(b)):
    if b[k][1] in a:
       c.append([a[b[k][1]]*float(b[k][0]),b[k][1]])
       total += a[b[k][1]]*float(b[k][0])
c.sort()
c = c[::-1]
d = []
if len(c) != 0:
    mx = c[0][0]
for j in range(len(c)):
    if c[j][0] >= mx:
        d.append(c[j][1])
d.sort()  
if len(c) == 0:
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales: "" + str(total))
    print(""Top sales: "",end="""")
    for t in range(len(d)-1):
        print(d[t],end="", "")
    print(d[-1])",1916073,100.0,about 1 year ago,unknown,0,human
3688,1828401,6631309921,08_Dict_22,"price = {}

for i in range(int(input())):
    ic, p = input().split()
    price[ic] = float(p)

total = 0

sales = {}

for k in range(int(input())):
    prod, n = input().split()
    if prod in price:
        p = price[prod] * int(n)
        if prod in sales:
            sales[prod] += p
        else:
            sales[prod] = p
        total += p
x = []
if total == 0:
    print('No ice cream sales')
else:
    for ic in sales:
        x.append([sales[ic],ic])
    maxsales = max(x)[0]
    mx = []
    for k, ic in x:
        if k == maxsales:
            mx.append(ic)
    mx.sort()
    print('Total ice cream sales:', total)
    print('Top sales:', ', '.join(mx))",1828401,100.0,over 1 year ago,unknown,0,human
3697,1781783,6430419921,08_Dict_22,"n = int(input())
menu = {}
for i in range(n) :
    name, price = input().split()
    menu[name] = float(price)

buy = {}
gain = 0.0
m = int(input())
for i in range(m) :
    name, sell = input().split()
    if name in menu :
        if name in buy :
            buy[name] += menu[name]*int(sell)
        else :
            buy[name] = menu[name]*int(sell)
        gain += menu[name]*int(sell)

sell = []
for i in buy :
    sell.append(buy[i])

if gain == 0.0 :
    print(""No ice cream sales"")
    
else :
    top = []
    maxx = max(sell)
    for i in buy :
        if buy[i] == maxx :
            top.append(i)
    top.sort()
    print(""Total ice cream sales: ""+str(gain))
    print(""Top sales: ""+("", "".join(top)))

",1781783,100.0,over 1 year ago,unknown,0,human
3705,1829188,6630047221,08_Dict_22,"n = int(input())
d = {}
for i in range(n):
    x = input().split()
    d[x[0]] = float(x[1])

m = int(input())
total = 0
top = {}
for i in range(m):
    y = input().split()
    if y[0] in d:
        total += d[y[0]]*int(y[1])
        if y[0] not in top:
            top[y[0]] = d[y[0]]*int(y[1])
        else:
            a = top[y[0]] + d[y[0]]*int(y[1])
            top[y[0]] = a
max1 = 0
for k in top:
    max1 = max(top[k],max1)
toplist = []
for k in top:
    if top[k] == max1:
        toplist.append(k)
toplist.sort()

if total == 0:
    print('No ice cream sales')
else:
    print('Total ice cream sales:',total)
    print('Top sales:', ', '.join(toplist))",1829188,100.0,over 1 year ago,unknown,0,human
3707,1938610,6630164021,08_Dict_22,"ip = int(input())
j = {}
J = {}
T = 0
jj = []
ans = """"
for i in range(ip) :
    t,p = input().split()
    J[t] = p
ipp = int(input())
for i in range(ipp):
    tt,n = input().split()
    if tt not in j : j[tt] = int(n)
    else : j[tt] += int(n)
    
    if tt in J :
        T += (float(J[tt])*int(n))
for i in j :
    if i in J: 
        jj += [[(int(j[i]))*(int(J[i]))*(-1),i]]
jj.sort()
    
if T == 0 :
    print(""No ice cream sales"")
else :
    print(""Total ice cream sales:"", float(T))
    ans += jj[0][1]
    for i in range(len(jj)-1) :
        if jj[i][0] == jj[i+1][0] == jj[0][0] :
            ans += "", "" + jj[i+1][1]
    print(""Top sales:"", ans)
    
        
        

",1938610,100.0,12 months ago,unknown,0,human
3712,1932767,6630200921,08_Dict_22,"c = {}
for i in range(int(input())) :
    x = input().split()
    c[x[0]] = x[1]

o = {}
for j in range(int(input())) :
    y = input().split()
    y[1] = int(y[1])
    if y[0] not in o :
        o[y[0]] = y[1]
    else :
        o[y[0]] += y[1]
net = 0

n = { k : v for k , v in o.items() }
for e in n :
    if e in c :
        n[e] = float(c[e]) * float(o[e])
        net += n[e] 
    else :
        n[e] = 0


l = []
for a , b in n.items() :
    l.append(b)

l.sort()

xam = l[-1]

#mvp = n[xam]

for w , t in n.items() :
    if t == xam :
        mvp = w

op = [mvp]

for k in n :
    if n[k] == xam and k not in op :
        op.append(k)


op.sort()

if  net == 0.0  :
    print('No ice cream sales')
else :
    print(""Total ice cream sales: "" + str(float(net)))
    print(""Top sales: "" + "", "".join(op) )


",1932767,100.0,about 1 year ago,unknown,0,human
3717,1918127,6630318321,08_Dict_22,"n = int(input())
icecreams = {}
for i in range(n):
    ice,price = input().split()
    icecreams[ice] = float(price)
    
N = int(input())
icecreams_sales = {}
for i in range(N):
    pro,num = input().split()
    if pro in icecreams:
        if pro not in icecreams_sales:
            icecreams_sales[pro] = 0
        icecreams_sales[pro] += int(num) * icecreams[pro]
        
ice_list = []
for ice in icecreams_sales:
    ice_list.append([-icecreams_sales[ice],ice])
    
ice_list.sort()
if ice_list == []:
    print(""No ice cream sales"")
else:
    print('Total ice cream sales:',sum(icecreams_sales.values()))
    d = []
    for p,ice in ice_list:
        if p == ice_list[0][0]:
            d.append(ice)
    print(""Top sales:"","", "".join(d))",1918127,100.0,about 1 year ago,unknown,0,human
3719,2054907,6631119021,08_Dict_22,"n = int(input())
price = {}
sale = {}
for i in range(n) :
    a,b = input().split()
    price[a] = int(b)
m = int(input())
for i in range(m) :
    s,t = input().split()
    if s in price:
        if s in sale :
            sale[s] += int(t)*price[s]
        else :
            sale[s] = int(t)*price[s]
if sale == {} :
    print('No ice cream sales')
else :
    k = []
    summ = 0
    for i in sale :
        k += [[sale[i],i]]
        summ += sale[i]
    
    k.sort()
    
    maxx = 0
    for i in range(len(k)) :
        maxx = max(k[i][0],maxx)
    st = ''
    for i in range(len(k)) :
        if maxx == k[i][0] :
            if st != '' :
                st += ', '+k[i][1]
            else :
                st = k[i][1]
    print('Total ice cream sales:',float(summ))
    print('Top sales:',st)
",2054907,100.0,5 months ago,unknown,0,human
3723,1961815,6632031521,08_Dict_22,"n = int(input())
ic = {}
for i in range(n):
    x,y = input().split()
    ic[x]=float(y)
sales = {}
n = int(input())
for i in range(n):
    x,y = input().split()
    y = float(y)
    if (x not in sales) and (x in ic):sales[x]=ic[x]*y
    elif x in ic:sales[x]+=ic[x]*y
sum = 0
l = []
for x in sales:
    sum+=sales[x]
    l.append([-sales[x],x])
l.sort()
if sum==0: print('No ice cream sales')
else:
    topsale = -l[0][0]
    print('Total ice cream sales:',str(sum))
    ll = []
    for x in sales:
        if sales[x]==topsale:ll.append(x)
    ll.sort()
    print('Top sales:',end=' ')
    for i in range(len(ll)-1):print(ll[i],end=', ')
    print(ll[len(ll)-1])
 ",1961815,100.0,11 months ago,unknown,0,human
3733,1925261,6630179421,08_Dict_22,"n = int(input())
menu = dict()
for i in range(n):
    name,price = input().strip().split()
    price = int(price)
    menu[name] = int(price)
m = int(input())
s = 0.0
total_price = dict()
for j in range(m):
    order,num = input().strip().split()
    num = int(num)
    if order in menu:
        if order in total_price:
            total_price[order] += num*menu[order]
        else:
            total_price[order] = num*menu[order]
        s+= num*menu[order]
if s == 0.0:
    print('No ice cream sales')
else:
    maximum  = max(total_price.values())
    max_menu_name = list()
    for k,v in total_price.items():
        if v == maximum:
            max_menu_name.append(k)
    max_menu_name = sorted(max_menu_name)
    print(f'Total ice cream sales: {s}')
    print(f'Top sales: {"", "".join(max_menu_name)}')

",1925261,100.0,about 1 year ago,unknown,0,human
3744,1932075,6632044721,08_Dict_22,"price={}
for k in range(int(input())):
  ic,p=input().split()
  price[ic]=float(p)
sales={}
total=0
for e in range(int(input())):
   prod,k=input().split()
   if prod in price:
      p=price[prod]*int(k)
      if prod in sales:
        sales[prod]+=p
      else:
        sales[prod]=p
      total+=p
if total==0:
   print('No ice cream sales')
else:
  x=[]
  for ic in sales:
    x.append([sales[ic],ic])
  maxsales=max(x)[0]
  mx=[]
  for s,ic in x:
    if s==maxsales:
      mx.append(ic)
  mx.sort()
  print('Total ice cream sales:',total)
  print('Top sales:',', '.join(mx))",1932075,100.0,about 1 year ago,unknown,0,human
3748,1922634,6630168521,08_Dict_22,"n = int(input())

data = {}

for i in range(n):
    ice = input().split()
    data[ice[0]] = float(ice[1])
    
m = int(input())

sdata = {}

for i in range(m):
    sale = input().split()
    if sale[0] in sdata:
        sdata[sale[0]] += float(sale[1])
    else:
        sdata[sale[0]] = float(sale[1])
    
status = 0

for e in sdata:
    if e in data:
        status += 1
        
price = 0
price_compair = {}

if status != 0:
    for e in sdata:
        if e in data:
            if e in price_compair:
                price_compair[e] += data[e]*sdata[e]
            else:
                price_compair[e] = data[e]*sdata[e]
            price += data[e]*sdata[e]
    print('Total ice cream sales:',price)
    
    all_price = []
    
    for e in price_compair:
        all_price.append(price_compair[e])
    
    top = []
    
    for e in price_compair:
        if price_compair[e] == max(all_price):
            top.append(e)
            
    top.sort()
    
    print('Top sales:', ', '.join(top)) 
else:
    print('No ice cream sales')",1922634,100.0,about 1 year ago,unknown,0,human
3750,1940489,6630183921,08_Dict_22,"cost = {}
for k in range(int(input())):
    ic, price = input().split()
    cost[ic] = float(price)
total = 0
sales = {}
for k in range(int(input())):
    pd, price = input().split()
    if pd in cost:
        p = cost[pd]*int(price)
        if pd in sales:
            sales[pd] += p
        else:
            sales[pd] = p
        total += p
if total == 0:
    print('No ice cream sales')
else:
    x = []
    for ic in sales:
        x.append([sales[ic], ic])
    mx_sales = max(x)[0]
    mx = []
    for sales, ic in x:
        if sales == mx_sales:
            mx.append(ic)
    mx.sort()
    print('Total ice cream sales: ', total)
    print('Top sales:', ', '.join(mx))",1940489,100.0,12 months ago,unknown,0,human
3761,1826014,6630034021,08_Dict_22,"x = int(input())
tt = {}
for i in range (x) :
    n,s = input().split()
    tt[n]=s
    
ans = int(input())
a = {}
for i in range (ans) :
    y = input().split()
    if y[0] in tt :
        u = float(y[1])
        if y[0] in a :
            a[y[0]] += u
        else :
            a[y[0]] = u
for e in a :
    a[e] = a[e]*float(tt[e])
out=0
for e in a :
    out += a[e]
u = []    
for e in a :
    u.append([-a[e],e])
u.sort()

    
if  out!= 0 :
    print(""Total ice cream sales:"",out)
    rr = u[0][1] ; c = 0
    for i in range (1,len(u)) :
        if u[i][0] == u[0][0] :
            rr += "",""+' '+str(u[i][1])
    print('Top sales:',rr)
else :
    print(""No ice cream sales"")
   ",1826014,100.0,over 1 year ago,unknown,0,human
3764,1913769,6630304521,08_Dict_22,"n=int(input())
d={};sale={}
for i in range(n):
    x,y=[e for e in input().split()]
    d[x]=y
m=int(input())
for i in range(m):
    x,y=[e for e in input().split()]
    if x in sale:
        sale[x]+=int(y)
    else: sale[x]=int(y)
o=0.0
j=[]
for c in sale:
    if c in d:
        t= float(float(sale[c])*float(d[c]))
        o+=t
        j.append([c,t])
def u(x):
    return x[1]
if o==0: print('No ice  cream sales')
else:
    print(f'Total ice cream sales: {o}')
    y=max(j,key=u)
    y=y[1]
    l=[]
    for c in j:
        if c[1]==y:
            l.append(c[0])
    l.sort()
    print('Top sales: '+', '.join(l))
            
    
    
    

",1913769,100.0,about 1 year ago,unknown,0,human
3780,1924540,6632045321,08_Dict_22,"N = int(input())
b = {}
for i in range(N):
    a = input().split()
    b[a[0]] = float(a[1])
nn = int(input())
f = {}
for i in range(nn):
    n,co = input().split()
    if n in b and n not in f:
        f[n] = b[n]*float(co)
    elif n in b and n in f:
        f[n] += b[n]*float(co)
if f == {}:
     print('No ice cream sales')
else:
    d = []
    h = []
    for keys in f:
        d += [f[keys]]
        h += [[f[keys],keys]]
    g = sum(d)
    h.sort()
    h = h[::-1]
    j = []
    max1 = h[0][0]
    m2 = h[0][1]
    for i in range(1,len(h)):
        #if h[i][0] > max1:
            #max1 = h[i][0]
            #m2 = h[i][1]
        if h[i][0] == max1:
            j += [h[i][1]]
    j += [m2]
    jj = "", "".join(sorted(j))
    print('Total ice cream sales: '+str(g))
    print('Top sales: '+str(jj))

",1924540,100.0,about 1 year ago,unknown,0,human
3799,1943731,6630289821,08_Dict_22,"n=int(input());a=dict();b=dict()
for i in range(n):
    i=input().split()
    if i[0] not in a:
        a[i[0]]=i[1]
k=int(input())
for e in range(k):
    e=input().split()
    if e[0] in b:
        x=float(a[e[0]])*float(e[1])
        b[e[0]]+=x
    elif e[0] in a:
        x=float(a[e[0]])*float(e[1])
        b[e[0]]=x
key=list(b.keys());value=list(b.values());ll=[]
for h in range(len(value)):
    if value[h]==max(value):
        ll.append(key[h])
ll=sorted(ll)
if len(b)==0:
    print(""No ice cream sales"")
else:
    print(""Total ice cream sales: ""+str(sum(value)))
    print(""Top sales: ""+"", "".join(ll))",1943731,100.0,12 months ago,unknown,0,human
3819,1831621,6630099921,08_Dict_22,"price = {}
for k in range(int(input())):
    ic,p=input().split()
    price[ic] = float(p)

total = 0
sales ={}
for k in range(int(input())):
    prod, k =input().split()
    if prod in price:
        p = price[prod]*int(k)
        if prod in sales:
            sales[prod] += p
        else:
            sales[prod] = p
        total += p
if total == 0:
    print('No ice cream sales')
else:
    x =[]
    for ic in sales:
        x.append([sales[ic],ic])
    maxsales = max(x)[0]
    mx = []
    for s,ic in x:
        if s == maxsales:
            mx.append(ic)
    mx.sort()
    print('Total ice cream sales:',total)
    print('Top sales:',', '.join(mx))",1831621,100.0,over 1 year ago,unknown,0,human
3820,1921184,6630318321,08_Dict_22,"n = int(input())
iceprice = {}
order = {}
for i in range(n):
    itim,price = input().split()
    iceprice[itim] = float(price)
m = int(input())
for j in range(m):
    x,val = input().split()
    if x not in order:
        order[x] = int(val)
    else:
        order[x] += int(val)
#print(iceprice,order)
ans = []
total = 0
for key in order:
    if key in iceprice:
        ans.append([key,order[key]*iceprice[key]])
        total += order[key]*iceprice[key]
for i in range(len(ans)):
    v = -ans[i][1]
    ans[i][1] = ans[i][0]
    ans[i][0] = v
ans.sort()
if total == 0:
    print(""No ice cream sales"")
else:
    maxx = ans[0][0]
    anan = []
    for i in range(len(ans)):
        if ans[i][0] == maxx:
            anan.append(ans[i][1])
    s = "", "".join(anan)
    print(""Total ice cream sales:"",total)
    print('Top sales:', s)
        ",1921184,100.0,about 1 year ago,unknown,0,human
3834,1940748,6630156021,08_Dict_22,"# Input the number of ice cream types
n = int(input())

# Initialize a dictionary to store ice cream prices
data = {}

# Input ice cream types and prices
for _ in range(n):
    ice, price = input().split()
    data[ice] = float(price)

# Input the number of sales
m = int(input())

# Initialize a dictionary to store sales data
sdata = {}

# Input sales data and calculate total sales for each ice cream type
for _ in range(m):
    sale, amount = input().split()
    sdata[sale] = sdata.get(sale, 0) + float(amount)

# Calculate total ice cream types sold
status = sum(1 for e in sdata if e in data)

# If there are sales, calculate total sales and identify top sales
if status != 0:
    total_sales = sum(data[ice] * sdata[ice] for ice in sdata if ice in data)
    print('Total ice cream sales:', total_sales)
    
    max_sales = max(data[ice] * sdata[ice] for ice in sdata if ice in data)
    top_sales = [ice for ice in sdata if ice in data and data[ice] * sdata[ice] == max_sales]
    top_sales.sort()
    
    print('Top sales:', ', '.join(top_sales)) 
else:
    print('No ice cream sales')
",1940748,100.0,12 months ago,unknown,0,human
3844,1965686,6631539921,08_Dict_22,"n = int(input())
name = []
pri = []
for i in range(n):
    a,b = input().split()
    name.append(a)
    pri.append(int(b))
m = int(input())
sale = {}
for i in range(m):
    x,y = input().split()
    if x not in sale:
        sale[x] = int(y)
    else:
        sale[x] += int(y)
n = 0
for i in sale:
    if i  in name:
        sale[i] *=pri[name.index(i)]
    else:
        n +=1
sales = []
for i in sale:
    if i in name:
        sales.append([sale[i],i])
sales.sort()
money = 0
for i in sales:
    money += i[0]
if n == len(sale):
    print('No ice cream sales')
else:
    print('Total ice cream sales: '+str(float(money)))
    top = []
    for i in sales:
        if i[0] == max(sales)[0]:
            top.append(i[1])
    top.sort()
    print('Top sales: '+', '.join(top))",1965686,100.0,8 months ago,unknown,0,human
3847,1829068,6632075121,08_Dict_22,"n= int(input())
d={}
for i in range(n):
 x,y = input().split()
 d[x]=float(y)
 
m= int(input())
s={}
for i in range(m):
 x,y = input().split()
 y=float(y)
 if x in d:
  if x in s: s[x]+= y*d[x]
  else: s[x]= y*d[x]

l=[] 
for i in s:
 if s[i] == max(s.values()): l.append(i)
l.sort()

if s!= {}:
 print('Total ice cream sales: {}'.format(sum(s.values())))
 print('Top sales: {}'.format(', '.join(l)))

else:print('No ice cream sales')",1829068,100.0,over 1 year ago,unknown,0,human
3852,1842366,6631702821,08_Dict_22,"n=int(input())
sale={}
for i in range(n):
    ice,bath=input().split()
    sale[ice]=float(bath)
m=int(input())
out={}
for j in range(m):
    x,y=input().split()
    if x in sale:
        s=sale[x]*int(y)
        if x in out:
            out[x]+=s
        else:
            out[x]=s
final=0
if len(out)==0:
    print('No ice cream sales')
else:
    for a in out:
        final+=out[a]
    d=[]
    c=0
    for k in out:
        if out[k]>c:
            c=out[k]
            d=[k]
        elif out[k]==c:
            d.append(k)
        else:
            pass
    d.sort()
    d=', '.join(d)
    print('Total ice cream sales: '+str(final))
    print('Top sales: '+str(d))
",1842366,100.0,over 1 year ago,unknown,0,human
3859,1931965,6630155321,08_Dict_22,"n = int(input())
dicr = {}
for i in range(n) :
    icr = input().split()
    dicr[icr[0]] = int(icr[1])
m = int(input())
dsale = {}
for i in range(m) :
    sale = input().split()
    if sale[0] in dsale :
        dsale[sale[0]] += int(sale[1])
    else : dsale[sale[0]] = int(sale[1])
c = 0
sale_icr = {}
for key in dsale.keys() :
    if key in dicr :
        c += 1
        sale_icr[key] = dsale[key]
if c == 0 :
    print('No ice cream sales')
else :
    total = {}
    for key, value in sale_icr.items() :
        total[key] = dicr[key]*value
    total_sale = 0
    for value in total.values() :
        total_sale += value
    x = max(total.values())
    top = []
    for key in total.keys() :
        if total[key] == x : top.append(key)
    top.sort()
    tops = ', '.join(top)
    print('Total ice cream sales: ' + str(float(total_sale)))
    print('Top sales: ' + tops)",1931965,100.0,about 1 year ago,unknown,0,human
3861,1920199,6630204421,08_Dict_22,"n=int(input())
d={}
c={}
for i in range(n):
    x=input().split()
    d[x[0]]=int(x[1])
    c[x[0]]=0
m=int(input())
for i in range(m):
    y=input().split()
    if y[0] in c:
     c[y[0]]+= d[y[0]]*(int(y[1]))
s=[]
tot=0
for key in c:
    s.append([c[key],key])
    tot+=c[key]
a=[]
ma=0
for v in s:
    if v[0]>ma:
        ma=v[0]
        a=[]
        a.append(v[1])
    elif v[0]==ma:
        a.append(v[1])
a.sort()
if tot==0:
    print('No ice cream sales')
else:
    print('Total ice cream sales:',float(tot))
    print('Top sales:',"", "".join(a))",1920199,100.0,about 1 year ago,unknown,0,human
3862,2060162,6631807021,08_Dict_22,"st={}
for i in range(int(input())):
    n,p=input().split()
    st[n]=p
    
o={}
for i in range(int(input())):
    s,num=input().split()
    if s not in o.keys() and s in st.keys():
        o[s]= int(num)*int(st[s])
    elif s in o.keys() and s in st.keys() :
        o[s]=int(o[s])+int(num)*int(st[s])
rum=sum(o.values())
yy=list(o.items())
yy=sorted(yy, key=lambda x:(x[1]),reverse=True)
ll=[]

if len(o)==0:
    print('No ice cream sales')
else:
    print('Total ice cream sales: '+str(float(rum)))
    lll=[]
    for  key,val in o.items():
        if int(val)== int(max(o.values())):
            lll.append(key)
            lll=sorted(lll)
    gg=', '.join(lll)
    print('Top sales: '+gg)
lll=[]
for  key,val in o.items():
    if int(val)== int(max(o.values())):
        lll.append(key)


    

",2060162,100.0,5 months ago,unknown,0,human
3872,1934600,6630364121,08_Dict_22,"x = int(input())
s={}
for i in range(x):
    a,b = input().strip().split()
    s[a] = b
#print(s)
p = {}
k = int(input())
for i in range(k):
    a,b = input().strip().split()
    #print(a,b)
    if a not in p:
        p[a] = int(b)
    elif a in p:
        p[a] += int(b)
#print(p)
sale = {}
for i in p:
    #print(i)
    if i in s:
        if i not in sale:
            sale[i] = float(p[i])*float(s[i])
#print(sale)
zum = 0
h = []
for i in sale:
    zum += float(sale[i])
    h.append([sale[i],i])
if zum != 0:
#print(zum,max(h))
    g = max(h)[0]
#print(g)
    top = []
    for i in h:
        if i[0] == g:
            top.append(i[1])
#print(top)
    top.sort()
    ap = """"
    n = 0
    for i in top:
        if int(n) == 0 :
            ap += i
        else:
            ap += "", ""+str(i)
        n+=1
#print(ap)
if zum != 0:
    print(""Total ice cream sales: ""+str(zum))
    print(""Top sales: ""+str(ap))
else :
    print(""No ice cream sales"")
    ",1934600,100.0,about 1 year ago,unknown,0,human
